,ViewName,ViewID,GoalName,Date,Campaign,Channel group,Source,Medium,Ad content,Value,AdsetV5,ViewName_eq,AdsetV5_eq
2793,Applications,95557079,7 - Jetblue Mastercard Eleva,7/6/2022,popular-lending-tarjetas-jetblue-2022-conversions-gif-maletas-eleva-all-pr-jul-1-2022-f2-flt2_fee211230cr01,(Other),facebook-paid,fb-conversion-ad,v5i202211724v5f_jetblue-eleva,2,Popular - Lending - Tarjetas - JetBlue 2022 - Conversions - Gif - Maletas Eleva - All PR - Jul 1 2022 - F2 _ ///FEE211230CR01\\\,Applications,Popular - Lending - Tarjetas - JetBlue 2022 - Conversions - Gif - Maletas Eleva - All PR - Jul 1 2022 - F2 _ ///FEE211230CR01\\\
2794,Applications,95557079,7 - Jetblue Mastercard Eleva,7/6/2022,popular-lending-tarjetas-jetblue-2022-brand-awareness-gif-eleva-tarjeta-all-pr-jul-1-2022-f2-flt2_fee211230cr01,(Other),facebook-paid,fb-b-awareness,v5i202211725v5f_jetblue-eleva,1,Popular - Lending - Tarjetas - JetBlue 2022 - Brand Awareness - Gif - Eleva Tarjeta - All PR - Jul 1 2022 - F2 _ ///FEE211230CR01\\\,Applications,Popular - Lending - Tarjetas - JetBlue 2022 - Brand Awareness - Gif - Eleva Tarjeta - All PR - Jul 1 2022 - F2 _ ///FEE211230CR01\\\
2795,Leads 2,116580388,10 - Form Downloads,7/7/2022,popular - lending - comercial - startup 2022 - search - ene 1 2022 _ ///fee211117cr01\\\,Paid Search,google,cpc,StartUp de Popular,2,Popular - Lending - Comercial - StartUp 2022 - Search - Ene 1 2022 _ ///FEE211117CR01\\\,Leads 2,Popular - Lending - Comercial - StartUp 2022 - Search - Ene 1 2022 _ ///FEE211117CR01\\\
2796,Leads,96577637,8 - Funnel Hipotecas Refinanciar,7/13/2022,popular-services-mortgage-campa-a-adquisici-n-mortgage-fb-website-conversions-all-pr-sc-all-placements-gif-mortgage-jun-16-2022-flt1_fee220331es03,(Other),facebook-paid,fb-conversion-ad,v5i202211630v5f_hipotecas,2,Popular - Services - Mortgage - Campaña Adquisición Mortgage - FB - Website Conversions - All PR SC All Placements - Gif Mortgage - Jun 16 2022 _ ///FEE220331ES03\\\,Leads,Popular - Services - Mortgage - Campaña Adquisición Mortgage - FB - Website Conversions - All PR SC All Placements - Gif Mortgage - Jun 16 2022 _ ///FEE220331ES03\\\
2797,Leads 2,116580388,10 - Form Downloads,7/7/2022,popular - lending - comercial - startup 2022 - search - ene 1 2022 _ ///fee211117cr01\\\,Paid Search,google,cpc,(not set),3,Popular - Lending - Comercial - StartUp 2022 - Search - Ene 1 2022 _ ///FEE211117CR01\\\,Leads 2,Popular - Lending - Comercial - StartUp 2022 - Search - Ene 1 2022 _ ///FEE211117CR01\\\
2798,Leads,96577637,8 - Funnel Hipotecas Refinanciar,7/13/2022,2020 - hipotecas - display - discovery,Paid Search,google,cpc,(not set),1,Other,Leads,Other
2799,Applications,95557079,7 - Jetblue Mastercard Eleva,7/6/2022,popular-lending-tarjetas-jetblue-2022-conversions-all-assets-jetblue-all-pr-jul-1-2022-f1-flt1_fee211230cr01,(Other),facebook-paid,fb-conversion-ad,v5i202211723v5f_jetblue,1,Popular - Lending - Tarjetas - JetBlue 2022 - Conversions - All Assets JetBlue - All PR - Jul 1 2022 - F1 _ ///FEE211230CR01\\\,Applications,Popular - Lending - Tarjetas - JetBlue 2022 - Conversions - All Assets JetBlue - All PR - Jul 1 2022 - F1 _ ///FEE211230CR01\\\
2800,Applications,95557079,20 - Lead Negocios - Contact Form,7/7/2022,4278311-_ct email 1Ã¢â‚¬â€¹,(Other),email-et,popular@email.popular.comÃ¢â‚¬â€¹,2022-7-7Ã¢â‚¬â€¹,2,Assisted,Applications,Assisted
2801,Applications,95557079,1 - Cash rewards,7/7/2022,2022 - recompensas - search - all search,Paid Search,google,cpc,(not set),2,Other,Applications,Other
2802,Applications,95557079,1 - Cash rewards,7/7/2022,cashrewards2021,(Other),print,qrcode,(not set),13,Other,Applications,Other
2803,Applications,95557079,1 - Cash rewards,7/7/2022,popular - lending - tarjetas - discovery - cash rewards q2 2022 - all pr 25 54 - jun 20 2022 _ ///fee220405cr02\\\,Paid Search,google,cpc,(not set),3,Popular - Lending - Tarjetas - Discovery - Cash Rewards Q2 2022 - All PR 25 54 - Jun 20 2022 _ ///FEE220405CR02\\\,Applications,Popular - Lending - Tarjetas - Discovery - Cash Rewards Q2 2022 - All PR 25 54 - Jun 20 2022 _ ///FEE220405CR02\\\
2804,Applications,95557079,1 - Cash rewards,7/7/2022,4249927-_digitalbanking-mbumbrelladepositos-mayo2022-transactional-aÃ¢â‚¬â€¹,(Other),email-et,popular@email.popular.comÃ¢â‚¬â€¹,2022-6-7Ã¢â‚¬â€¹,1,Assisted,Applications,Assisted
2805,Leads 2,116580388,4 - Sorteo AAdvantage Toscana,7/8/2022,fee220121cr01-codestarjetas2022,(Other),qrcodedmaadvanatgeusoq22022,qrcodedmaadvanatgeusoq22022,(not set),44,Other,Leads 2,Other
2806,Leads 2,116580388,4 - Sorteo AAdvantage Toscana,7/8/2022,popular - lending - tarjetas - aadvantage uso q2 2022 - display - aadvantage q2 - all pr n custom - jun 13 2022 _ ///fee220422cr01\\\,Display,google,cpc,(not set),1,Popular - Lending - Tarjetas - AAdvantage Uso Q2 2022 - Display - Aadvantage Q2 - All PR n Custom - Jun 13 2022 _ ///FEE220422CR01\\\,Leads 2,Popular - Lending - Tarjetas - AAdvantage Uso Q2 2022 - Display - Aadvantage Q2 - All PR n Custom - Jun 13 2022 _ ///FEE220422CR01\\\
2807,Leads 2,116580388,4 - Sorteo AAdvantage Toscana,7/8/2022,popular - lending - tarjetas - discovery - aadvantage uso q2 2022 - all pr n custom - jun 13 2022 _ ///fee220422cr01\\\,Paid Search,google,cpc,(not set),3,Popular - Lending - Tarjetas - AAdvantage Uso Q2 2022 - Display - Aadvantage Q2 - All PR n Custom - Jun 13 2022 _ ///FEE220422CR01\\\,Leads 2,Popular - Lending - Tarjetas - AAdvantage Uso Q2 2022 - Display - Aadvantage Q2 - All PR n Custom - Jun 13 2022 _ ///FEE220422CR01\\\
2808,Applications,95557079,1 - Cash rewards,7/7/2022,4280350-_plus-retailbanking-athpop&clubahorro-masa-junio2022-acquisition-aÃ¢â‚¬â€¹,(Other),email-et,popular@email.popular.comÃ¢â‚¬â€¹,2022-7-7Ã¢â‚¬â€¹,1,Assisted,Applications,Assisted
2809,Leads 2,116580388,4 - Sorteo AAdvantage Toscana,7/8/2022,popular-lending-tarjetas-aadvantage-uso-q2-2022-fb-website-conversions-all-pr-all-assets-aadvantage-q2-jun-13-2022-flt1_fee220422cr01,(Other),facebook-paid,fb-conversion-ad,v5i202211597v5f_sorteo,2,Popular - Lending - Tarjetas - AAdvantage Uso Q2 2022 - FB - Website Conversions - All PR - All Assets Aadvantage Q2 - Jun 13 2022 _ ///FEE220422CR01\\\,Leads 2,Popular - Lending - Tarjetas - AAdvantage Uso Q2 2022 - FB - Website Conversions - All PR - All Assets Aadvantage Q2 - Jun 13 2022 _ ///FEE220422CR01\\\
2810,Leads 2,116580388,10 - Form Downloads,7/8/2022,popular - lending - comercial - startup 2022 - search - ene 1 2022 _ ///fee211117cr01\\\,Paid Search,google,cpc,(not set),1,Popular - Lending - Comercial - StartUp 2022 - Search - Ene 1 2022 _ ///FEE211117CR01\\\,Leads 2,Popular - Lending - Comercial - StartUp 2022 - Search - Ene 1 2022 _ ///FEE211117CR01\\\
2811,Leads 2,116580388,10 - Form Downloads,7/8/2022,popular - lending - comercial - startup 2022 - search - ene 1 2022 _ ///fee211117cr01\\\,Paid Search,google,cpc,StartUp de Popular,2,Popular - Lending - Comercial - StartUp 2022 - Search - Ene 1 2022 _ ///FEE211117CR01\\\,Leads 2,Popular - Lending - Comercial - StartUp 2022 - Search - Ene 1 2022 _ ///FEE211117CR01\\\
2812,Applications,95557079,3 - AAdvantage Signature PR,7/7/2022,campaÃƒÂ±a aadvantage,(Other),wesbite,booking path,(not set),2,Assisted,Applications,Assisted
2813,Leads,96577637,5 - Popular Auto - New Lead Generator,7/13/2022,2019 - auto - prÃƒÂ©stamo de auto - search,Paid Search,google,cpc,PrÃƒÂ©stamo de Auto,1,Assisted,Leads,Assisted
2814,Leads,96577637,8 - Funnel Hipotecas Refinanciar,7/13/2022,2018 - hipotecas - search - hipoteca search,Paid Search,google,cpc,(not set),3,Other,Leads,Other
2815,Applications,95557079,3 - AAdvantage Signature PR,7/7/2022,campaÃƒÂ±a aadvantage,(Other),website aa,booking path,(not set),1,Assisted,Applications,Assisted
2816,Applications,95557079,1 - Cash rewards,7/7/2022,popular-lending-tarjetas-cash-rewards-q2-2022-fb-website-conversions-all-pr-sc-gif-beneficios-jun-15-2022-flt1_fee220405cr02,(Other),facebook-paid,fb-conversion-ad,v5i202211606v5f_cash-rewards,1,Popular - Lending - Tarjetas - Cash Rewards Q2 2022 - FB - Website Conversions - All PR SC - Gif Beneficios - Jun 15 2022 _ ///FEE220405CR02\\\,Applications,Popular - Lending - Tarjetas - Cash Rewards Q2 2022 - FB - Website Conversions - All PR SC - Gif Beneficios - Jun 15 2022 _ ///FEE220405CR02\\\
2817,Applications,95557079,1 - Cash rewards,7/7/2022,2022 - recompensas - search - branded,Paid Search,google,cpc,(not set),2,Other,Applications,Other
2818,Leads 2,116580388,10 - Form Downloads,7/8/2022,popular - lending - comercial - startup 2022 - search - ene 1 2022 _ ///fee211117cr01\\\,Paid Search,google,cpc,Ayuda para tu negocio,1,Popular - Lending - Comercial - StartUp 2022 - Search - Ene 1 2022 _ ///FEE211117CR01\\\,Leads 2,Popular - Lending - Comercial - StartUp 2022 - Search - Ene 1 2022 _ ///FEE211117CR01\\\
2819,Applications,95557079,1 - Cash rewards,7/7/2022,popular - lending - tarjetas - cash rewards q2 2022 - youtube tvfa - video cash rewards - all pr 25-54 - jul 1 2022 _ ///fee220405cr02\\\,Display,google,cpc,Nueva Visa Cash Rewards,1,Popular - Lending - Tarjetas - Cash Rewards Q2 2022 - Youtube TVFA - Video Cash Rewards - All PR 25-54 - Jul 1 2022 _ ///FEE220405CR02\\\,Applications,Popular - Lending - Tarjetas - Cash Rewards Q2 2022 - Youtube TVFA - Video Cash Rewards - All PR 25-54 - Jul 1 2022 _ ///FEE220405CR02\\\
2820,Leads 2,116580388,4 - Sorteo AAdvantage Toscana,7/9/2022,popular-lending-tarjetas-aadvantage-uso-q2-2022-fb-website-conversions-custom-ca-aa-uso-q2-jun-2022-fb-all-assets-aadvantage-q2-jun-13-2022-flt1_fee220422cr01,(Other),facebook-paid,fb-conversion-ad,v5i202211598v5f_sorteo,2,Popular - Lending - Tarjetas - AAdvantage Uso Q2 2022 - FB - Website Conversions - Custom CA-AA-USO-Q2-JUN-2022-FB - All Assets Aadvantage Q2 - Jun 13 2022 _ ///FEE220422CR01\\\,Leads 2,Popular - Lending - Tarjetas - AAdvantage Uso Q2 2022 - FB - Website Conversions - Custom CA-AA-USO-Q2-JUN-2022-FB - All Assets Aadvantage Q2 - Jun 13 2022 _ ///FEE220422CR01\\\
2821,Applications,95557079,1 - Cash rewards,7/7/2022,2022 - recompensas - display - discovery,Paid Search,google,cpc,(not set),1,Other,Applications,Other
2822,Applications,95557079,4 - Jetblue Mastercard,7/7/2022,popular - branding - institucional - institucional diversidad 2022 - search - may 23 2022 - f4 _ ///fee211213da01\\\,Paid Search,google,cpc,(not set),1,Assisted,Applications,Assisted
2823,Leads,96577637,8 - Funnel Hipotecas Refinanciar,7/14/2022,popular-services-mortgage-campa-a-adquisici-n-mortgage-fb-website-conversions-all-pr-sc-all-placements-gif-mortgage-jun-16-2022-flt1_fee220331es03,(Other),facebook-paid,fb-conversion-ad,v5i202211630v5f_hipotecas,4,Popular - Services - Mortgage - Campaña Adquisición Mortgage - FB - Website Conversions - All PR SC All Placements - Gif Mortgage - Jun 16 2022 _ ///FEE220331ES03\\\,Leads,Popular - Services - Mortgage - Campaña Adquisición Mortgage - FB - Website Conversions - All PR SC All Placements - Gif Mortgage - Jun 16 2022 _ ///FEE220331ES03\\\
2824,Applications,95557079,4 - Jetblue Mastercard,7/7/2022,cashrewards2021,(Other),print,qrcode,(not set),1,Other,Applications,Other
2825,Applications,95557079,4 - Jetblue Mastercard,7/7/2022,2022 - recompensas - search - branded,Paid Search,google,cpc,(not set),1,Other,Applications,Other
2826,Applications,95557079,4 - Jetblue Mastercard,7/7/2022,2022 - recompensas - search - all search,Paid Search,google,cpc,(not set),1,Other,Applications,Other
2827,DeShow.com,103885104,2 - Property Lead Form,7/7/2022,DeShow 2021 - REO - Search - Casas Renta - 05 Jul 2022 - FLT1_ ///FEE211227ES01\\\,Paid Search,google,cpc,(not set),1,DeShow 2021 - REO - Search - Casas Renta - 05 Jul 2022 -  FLT1_ ///FEE211227ES01\\\,DeShow.com,DeShow 2021 - REO - Search - Casas Renta - 05 Jul 2022 -  FLT1_ ///FEE211227ES01\\\
2828,DeShow.com,103885104,2 - Property Lead Form,7/7/2022,DeShow 2021 - REO - Search - Casas Renta - 05 Jul 2022 - FLT1_ ///FEE211227ES01\\\,Paid Search,google,cpc,Alquiler de casas,1,DeShow 2021 - REO - Search - Casas Renta - 05 Jul 2022 -  FLT1_ ///FEE211227ES01\\\,DeShow.com,DeShow 2021 - REO - Search - Casas Renta - 05 Jul 2022 -  FLT1_ ///FEE211227ES01\\\
2829,DeShow.com,103885104,2 - Property Lead Form,7/7/2022,DeShow 2021 - REO - Search - Casas Venta - 05 Jul 2022 - FLT1_ ///FEE211227ES01\\\,Paid Search,google,cpc,(not set),2,DeShow 2021 - REO - Search - Casas Venta - 05 Jul 2022 - FLT1_ ///FEE211227ES01\\\,DeShow.com,DeShow 2021 - REO - Search - Casas Venta - 05 Jul 2022 - FLT1_ ///FEE211227ES01\\\
2830,DeShow.com,103885104,2 - Property Lead Form,7/7/2022,DeShow 2021 - REO - Search - Casas Venta - 05 Jul 2022 - FLT1_ ///FEE211227ES01\\\,Paid Search,google,cpc,Casas remodeladas,1,DeShow 2021 - REO - Search - Casas Venta - 05 Jul 2022 - FLT1_ ///FEE211227ES01\\\,DeShow.com,DeShow 2021 - REO - Search - Casas Venta - 05 Jul 2022 - FLT1_ ///FEE211227ES01\\\
2831,DeShow.com,103885104,2 - Property Lead Form,7/7/2022,DeShow 2021 - REO - Search - Casas Venta - 05 Jul 2022 - FLT1_ ///FEE211227ES01\\\,Paid Search,google,cpc,Si buscas casas en venta,2,DeShow 2021 - REO - Search - Casas Venta - 05 Jul 2022 - FLT1_ ///FEE211227ES01\\\,DeShow.com,DeShow 2021 - REO - Search - Casas Venta - 05 Jul 2022 - FLT1_ ///FEE211227ES01\\\
2832,Applications,95557079,4 - Jetblue Mastercard,7/7/2022,popular-lending-tarjetas-jetblue-2022-conversions-all-assets-jetblue-all-pr-jul-1-2022-f1-flt1_fee211230cr01,(Other),facebook-paid,fb-conversion-ad,v5i202211723v5f_jetblue,2,Popular - Lending - Tarjetas - JetBlue 2022 - Conversions - All Assets JetBlue - All PR - Jul 1 2022 - F1 _ ///FEE211230CR01\\\,Applications,Popular - Lending - Tarjetas - JetBlue 2022 - Conversions - All Assets JetBlue - All PR - Jul 1 2022 - F1 _ ///FEE211230CR01\\\
2833,DeShow.com,103885104,1 - Contact Us Form,7/7/2022,DeShow 2021 - REO - Search - Casas Venta - 05 Jul 2022 - FLT1_ ///FEE211227ES01\\\,Paid Search,google,cpc,deShow,1,DeShow 2021 - REO - Search - Casas Venta - 05 Jul 2022 - FLT1_ ///FEE211227ES01\\\,DeShow.com,DeShow 2021 - REO - Search - Casas Venta - 05 Jul 2022 - FLT1_ ///FEE211227ES01\\\
2834,DeShow.com,103885104,2 - Property Lead Form,7/7/2022,DeShow 2021 - REO - Search - Casas Venta - 05 Jul 2022 - FLT1_ ///FEE211227ES01\\\,Paid Search,google,cpc,deShow,1,DeShow 2021 - REO - Search - Casas Venta - 05 Jul 2022 - FLT1_ ///FEE211227ES01\\\,DeShow.com,DeShow 2021 - REO - Search - Casas Venta - 05 Jul 2022 - FLT1_ ///FEE211227ES01\\\
2835,Applications,95557079,4 - Jetblue Mastercard,7/7/2022,popular-lending-tarjetas-jetblue-2022-conversions-all-assets-jetblue-custom-ca-jetblue-q2-jul-2022-fb-jul-1-2022-f1-flt1_fee211230cr01,(Other),facebook-paid,fb-conversion-ad,v5i202211731v5f_jetblue,1,Popular - Lending - Tarjetas - JetBlue 2022 - Conversions - All Assets JetBlue - Custom CA-JETBLUE-Q2-JUL-2022-FB - Jul 1 2022 - F1 _ ///FEE211230CR01\\\,Applications,Popular - Lending - Tarjetas - JetBlue 2022 - Conversions - All Assets JetBlue - Custom CA-JETBLUE-Q2-JUL-2022-FB - Jul 1 2022 - F1 _ ///FEE211230CR01\\\
2836,Applications,95557079,7 - Jetblue Mastercard Eleva,7/7/2022,popular-lending-tarjetas-jetblue-2022-conversions-gif-maletas-eleva-all-pr-jul-1-2022-f2-flt2_fee211230cr01,(Other),facebook-paid,fb-conversion-ad,v5i202211724v5f_jetblue-eleva,2,Popular - Lending - Tarjetas - JetBlue 2022 - Conversions - Gif - Maletas Eleva - All PR - Jul 1 2022 - F2 _ ///FEE211230CR01\\\,Applications,Popular - Lending - Tarjetas - JetBlue 2022 - Conversions - Gif - Maletas Eleva - All PR - Jul 1 2022 - F2 _ ///FEE211230CR01\\\
2837,Applications,95557079,7 - Jetblue Mastercard Eleva,7/7/2022,4172349-_retailbanking-atmumbrella35plus-marzo2022-transactional-aÃ¢â‚¬â€¹,(Other),email-et,popular@email.popular.comÃ¢â‚¬â€¹,2022-3-23Ã¢â‚¬â€¹,1,Assisted,Applications,Assisted
2838,Applications,95557079,1 - Cash rewards,7/8/2022,cashrewards2021,(Other),print,qrcode,(not set),3,Other,Applications,Other
2839,Applications,95557079,1 - Cash rewards,7/8/2022,popular - lending - tarjetas - discovery - cash rewards q2 2022 - all pr 25 54 - jun 20 2022 _ ///fee220405cr02\\\,Paid Search,google,cpc,(not set),6,Popular - Lending - Tarjetas - Discovery - Cash Rewards Q2 2022 - All PR 25 54 - Jun 20 2022 _ ///FEE220405CR02\\\,Applications,Popular - Lending - Tarjetas - Discovery - Cash Rewards Q2 2022 - All PR 25 54 - Jun 20 2022 _ ///FEE220405CR02\\\
2840,Applications,95557079,1 - Cash rewards,7/8/2022,popular-lending-tarjetas-cash-rewards-q2-2022-fb-website-conversions-all-pr-sc-gif-beneficios-jun-15-2022-flt1_fee220405cr02,(Other),facebook-paid,fb-conversion-ad,v5i202211606v5f_cash-rewards,1,Popular - Lending - Tarjetas - Cash Rewards Q2 2022 - FB - Website Conversions - All PR SC - Gif Beneficios - Jun 15 2022 _ ///FEE220405CR02\\\,Applications,Popular - Lending - Tarjetas - Cash Rewards Q2 2022 - FB - Website Conversions - All PR SC - Gif Beneficios - Jun 15 2022 _ ///FEE220405CR02\\\
2841,Applications,95557079,1 - Cash rewards,7/8/2022,2022 - recompensas - search - branded,Paid Search,google,cpc,(not set),2,Other,Applications,Other
2842,Applications,95557079,3 - AAdvantage Signature PR,7/8/2022,campaÃƒÂ±a aadvantage,(Other),wesbite,review & pay,(not set),1,Assisted,Applications,Assisted
2843,Leads 2,116580388,4 - Sorteo AAdvantage Toscana,7/9/2022,popular-lending-tarjetas-aadvantage-uso-q2-2022-fb-website-conversions-all-pr-all-assets-aadvantage-q2-jun-13-2022-flt1_fee220422cr01,(Other),facebook-paid,fb-conversion-ad,v5i202211597v5f_sorteo,6,Popular - Lending - Tarjetas - AAdvantage Uso Q2 2022 - FB - Website Conversions - All PR - All Assets Aadvantage Q2 - Jun 13 2022 _ ///FEE220422CR01\\\,Leads 2,Popular - Lending - Tarjetas - AAdvantage Uso Q2 2022 - FB - Website Conversions - All PR - All Assets Aadvantage Q2 - Jun 13 2022 _ ///FEE220422CR01\\\
2844,Leads 2,116580388,4 - Sorteo AAdvantage Toscana,7/9/2022,4267135-_creditcards-aadvantagevisatuscanyusage-june2022-transactionalÃ¢â‚¬â€¹,(Other),email-et,popular@email.popular.comÃ¢â‚¬â€¹,2022-6-24Ã¢â‚¬â€¹,1,Assisted,Leads 2,Assisted
2845,Leads,96577637,8 - Funnel Hipotecas Refinanciar,7/14/2022,2018 - hipotecas - search - hipoteca search,Paid Search,google,cpc,(not set),3,Other,Leads,Other
2846,Applications,95557079,1 - Cash rewards,7/8/2022,2022 - recompensas - search - all search,Paid Search,google,cpc,(not set),1,Other,Applications,Other
2847,Applications,95557079,1 - Cash rewards,7/8/2022,4278191-_personalloan-ita-2-junio2022-acquisition-aÃ¢â‚¬â€¹,(Other),email-et,popular@email.popular.comÃ¢â‚¬â€¹,2022-7-5Ã¢â‚¬â€¹,1,Assisted,Applications,Assisted
2848,DeShow.com,103885104,2 - Property Lead Form,7/8/2022,DeShow 2021 - REO - Search - Casas Venta - 05 Jul 2022 - FLT1_ ///FEE211227ES01\\\,Paid Search,google,cpc,deShow,1,DeShow 2021 - REO - Search - Casas Venta - 05 Jul 2022 - FLT1_ ///FEE211227ES01\\\,DeShow.com,DeShow 2021 - REO - Search - Casas Venta - 05 Jul 2022 - FLT1_ ///FEE211227ES01\\\
2849,Applications,95557079,1 - Cash rewards,7/8/2022,4226760-_creditcards-ita3cashrewards-may2022-acquisitionÃ¢â‚¬â€¹,(Other),email-et,popular@email.popular.comÃ¢â‚¬â€¹,2022-5-16Ã¢â‚¬â€¹,1,Assisted,Applications,Assisted
2850,DeShow.com,103885104,2 - Property Lead Form,7/8/2022,DeShow 2021 - REO - Search - Casas Venta - 05 Jul 2022 - FLT1_ ///FEE211227ES01\\\,Paid Search,google,cpc,Casas en venta y para alquiler,1,DeShow 2021 - REO - Search - Casas Venta - 05 Jul 2022 - FLT1_ ///FEE211227ES01\\\,DeShow.com,DeShow 2021 - REO - Search - Casas Venta - 05 Jul 2022 - FLT1_ ///FEE211227ES01\\\
2851,DeShow.com,103885104,2 - Property Lead Form,7/8/2022,DeShow 2021 - REO - Search - Casas Venta - 05 Jul 2022 - FLT1_ ///FEE211227ES01\\\,Paid Search,google,cpc,(not set),12,DeShow 2021 - REO - Search - Casas Venta - 05 Jul 2022 - FLT1_ ///FEE211227ES01\\\,DeShow.com,DeShow 2021 - REO - Search - Casas Venta - 05 Jul 2022 - FLT1_ ///FEE211227ES01\\\
2852,DeShow.com,103885104,2 - Property Lead Form,7/8/2022,DeShow 2021 - REO - Search - Apartamentos Venta - 05 Jul 2022 - FLT1 _ ///FEE211227ES01\\\,Paid Search,google,cpc,(not set),1,DeShow 2021 - REO - Search - Apartamentos Venta - 05 Jul 2022 - FLT1 _ ///FEE211227ES01\\\,DeShow.com,DeShow 2021 - REO - Search - Apartamentos Venta - 05 Jul 2022 - FLT1 _ ///FEE211227ES01\\\
2853,DeShow.com,103885104,2 - Property Lead Form,7/8/2022,DeShow 2021 - REO - Search - 15 mar 2021 - Casas Venta FLT1_ ///FEE210113DA00\\\ #2,Paid Search,google,cpc,Mira nuestro inventario,1,DeShow 2021 - REO - Search - 15 mar 2021 - Casas Venta FLT1_ ///FEE210113DA00\\\ #2,DeShow.com,DeShow 2021 - REO - Search - 15 mar 2021 - Casas Venta FLT1_ ///FEE210113DA00\\\ #2
2854,Applications,95557079,3 - AAdvantage Signature PR,7/8/2022,campaÃƒÂ±a aadvantage,(Other),wesbite,booking path,(not set),1,Assisted,Applications,Assisted
2855,Leads,96577637,8 - Funnel Hipotecas Refinanciar,7/14/2022,2020 - hipotecas - display - discovery,Paid Search,google,cpc,(not set),1,Other,Leads,Other
2856,Applications,95557079,20 - Lead Negocios - Contact Form,7/8/2022,4278311-_ct email 1Ã¢â‚¬â€¹,(Other),email-et,popular@email.popular.comÃ¢â‚¬â€¹,2022-7-7Ã¢â‚¬â€¹,2,Assisted,Applications,Assisted
2857,Applications,95557079,4 - Jetblue Mastercard,7/8/2022,2022 - recompensas - search - branded,Paid Search,google,cpc,(not set),4,Other,Applications,Other
2858,Applications,95557079,4 - Jetblue Mastercard,7/8/2022,popular-lending-tarjetas-jetblue-2022-brand-awareness-gif-jetblue-all-pr-jul-1-2022-f1-flt1_fee211230cr01,(Other),facebook-paid,fb-b-awareness,v5i202211722v5f_jetblue,1,Popular - Lending - Tarjetas - JetBlue 2022 - Brand Awareness - GIF Jetblue - All PR - Jul 1 2022 - F1 _ ///FEE211230CR01\\\,Applications,Popular - Lending - Tarjetas - JetBlue 2022 - Brand Awareness - GIF Jetblue - All PR - Jul 1 2022 - F1 _ ///FEE211230CR01\\\
2859,Applications,95557079,4 - Jetblue Mastercard,7/8/2022,popular-lending-tarjetas-jetblue-2022-conversions-all-assets-jetblue-custom-ca-jetblue-q2-jul-2022-fb-jul-1-2022-f1-flt1_fee211230cr01,(Other),facebook-paid,fb-conversion-ad,v5i202211731v5f_jetblue,1,Popular - Lending - Tarjetas - JetBlue 2022 - Conversions - All Assets JetBlue - Custom CA-JETBLUE-Q2-JUL-2022-FB - Jul 1 2022 - F1 _ ///FEE211230CR01\\\,Applications,Popular - Lending - Tarjetas - JetBlue 2022 - Conversions - All Assets JetBlue - Custom CA-JETBLUE-Q2-JUL-2022-FB - Jul 1 2022 - F1 _ ///FEE211230CR01\\\
2860,Applications,95557079,4 - Jetblue Mastercard,7/8/2022,popular-lending-tarjetas-jetblue-2022-conversions-all-assets-jetblue-all-pr-jul-1-2022-f1-flt1_fee211230cr01,(Other),facebook-paid,fb-conversion-ad,v5i202211723v5f_jetblue,4,Popular - Lending - Tarjetas - JetBlue 2022 - Conversions - All Assets JetBlue - All PR - Jul 1 2022 - F1 _ ///FEE211230CR01\\\,Applications,Popular - Lending - Tarjetas - JetBlue 2022 - Conversions - All Assets JetBlue - All PR - Jul 1 2022 - F1 _ ///FEE211230CR01\\\
2861,Leads 2,116580388,4 - Sorteo AAdvantage Toscana,7/9/2022,fee220121cr01-codestarjetas2022,(Other),qrcodedmaadvanatgeusoq22022,qrcodedmaadvanatgeusoq22022,(not set),34,Other,Leads 2,Other
2862,DeShow.com,103885104,1 - Contact Us Form,7/8/2022,DeShow 2021 - REO - Search - Casas Venta - 05 Jul 2022 - FLT1_ ///FEE211227ES01\\\,Paid Search,google,cpc,(not set),2,DeShow 2021 - REO - Search - Casas Venta - 05 Jul 2022 - FLT1_ ///FEE211227ES01\\\,DeShow.com,DeShow 2021 - REO - Search - Casas Venta - 05 Jul 2022 - FLT1_ ///FEE211227ES01\\\
2863,Applications,95557079,7 - Jetblue Mastercard Eleva,7/8/2022,popular-lending-tarjetas-jetblue-2022-conversions-gif-maletas-eleva-all-pr-jul-1-2022-f2-flt2_fee211230cr01,(Other),facebook-paid,fb-conversion-ad,v5i202211724v5f_jetblue-eleva,1,Popular - Lending - Tarjetas - JetBlue 2022 - Conversions - Gif - Maletas Eleva - All PR - Jul 1 2022 - F2 _ ///FEE211230CR01\\\,Applications,Popular - Lending - Tarjetas - JetBlue 2022 - Conversions - Gif - Maletas Eleva - All PR - Jul 1 2022 - F2 _ ///FEE211230CR01\\\
2864,Leads 2,116580388,4 - Sorteo AAdvantage Toscana,7/9/2022,popular - lending - tarjetas - aadvantage uso q2 2022 - display - aadvantage q2 - all pr n custom - jun 13 2022 _ ///fee220422cr01\\\,Display,google,cpc,(not set),1,Popular - Lending - Tarjetas - AAdvantage Uso Q2 2022 - Display - Aadvantage Q2 - All PR n Custom - Jun 13 2022 _ ///FEE220422CR01\\\,Leads 2,Popular - Lending - Tarjetas - AAdvantage Uso Q2 2022 - Display - Aadvantage Q2 - All PR n Custom - Jun 13 2022 _ ///FEE220422CR01\\\
